date,city,latitude,longitude,pm25,pm10,o3,no2,so2,co,aqi,temperature_c,humidity_percent,wind_speed_mps,month,day
2023-09-28,Washington,38.9072,-77.0369,13.09,18.33,32.6,11.63,4.92,0.58,34,9.82,72.9,3.8,9,28
2023-09-29,Washington,38.9072,-77.0369,7.66,13.21,18.5,20.96,3.19,0.34,20,2.42,81.7,9.3,9,29
2023-09-30,Washington,38.9072,-77.0369,12.28,22.9,13.51,15.3,5.64,0.31,15,12.48,32.5,2.2,9,30
2023-10-01,Washington,38.9072,-77.0369,10.64,10.97,32.98,18.86,3.6,0.37,29,14.12,82.6,2.7,10,1
2023-10-02,Washington,38.9072,-77.0369,11.18,24.78,25.64,14.29,5.19,0.26,24,17.3,87.3,5.5,10,2
2023-10-03,Washington,38.9072,-77.0369,7.13,26.64,34.35,10.5,4.38,0.49,38,20.56,44.1,8.9,10,3
2023-10-04,Washington,38.9072,-77.0369,4.62,11.29,24.42,13.69,4.71,0.33,25,16.79,69.8,4.2,10,4
2023-10-05,Washington,38.9072,-77.0369,8.87,28.73,20.76,18.67,3.51,0.29,17,4.99,73.5,6.5,10,5
2023-10-06,Washington,38.9072,-77.0369,9.06,20.57,17.43,17.55,3.61,0.34,21,12.06,59.5,3.0,10,6
2023-10-07,Washington,38.9072,-77.0369,14.09,26.41,21.99,21.43,4.38,0.43,21,9.64,31.8,6.5,10,7
2023-10-08,Washington,38.9072,-77.0369,4.92,19.78,29.01,17.65,5.43,0.31,33,20.14,79.4,6.6,10,8
2023-10-09,Washington,38.9072,-77.0369,12.8,10.01,22.72,19.12,2.76,0.31,23,13.09,55.8,1.9,10,9
2023-10-10,Washington,38.9072,-77.0369,8.49,20.36,24.42,13.38,2.34,0.46,23,18.66,36.2,5.2,10,10
2023-10-11,Washington,38.9072,-77.0369,7.57,17.32,35.59,9.91,3.04,0.43,37,18.74,42.4,1.4,10,11
2023-10-12,Washington,38.9072,-77.0369,8.18,10.61,24.74,12.71,3.59,0.29,23,21.85,36.8,7.7,10,12
2023-10-13,Washington,38.9072,-77.0369,13.46,16.28,20.47,17.33,3.78,0.26,21,18.03,73.2,0.7,10,13
2023-10-14,Washington,38.9072,-77.0369,6.87,11.82,20.94,8.75,4.13,0.33,21,19.78,54.6,6.1,10,14
2023-10-15,Washington,38.9072,-77.0369,7.54,25.95,32.97,13.68,5.49,0.34,31,2.0,83.0,8.7,10,15
2023-10-16,Washington,38.9072,-77.0369,6.91,21.78,20.39,21.51,3.98,0.44,20,15.93,39.5,9.5,10,16
2023-10-17,Washington,38.9072,-77.0369,12.24,20.73,14.54,22.25,2.58,0.39,22,2.9,67.5,9.4,10,17
2023-10-18,Washington,38.9072,-77.0369,6.24,12.12,25.65,10.67,5.14,0.24,28,13.73,79.2,0.8,10,18
2023-10-19,Washington,38.9072,-77.0369,14.4,15.1,24.04,13.3,3.69,0.2,22,18.97,53.3,8.9,10,19
2023-10-20,Washington,38.9072,-77.0369,13.98,29.53,21.58,16.8,4.61,0.56,21,3.33,64.9,7.9,10,20
2023-10-21,Washington,38.9072,-77.0369,8.98,14.44,34.18,22.0,2.89,0.41,38,15.89,68.1,3.2,10,21
2023-10-22,Washington,38.9072,-77.0369,6.26,26.46,22.49,14.02,4.73,0.46,20,5.75,89.1,8.6,10,22
2023-10-23,Washington,38.9072,-77.0369,10.51,27.52,13.33,23.39,5.95,0.29,26,9.47,74.3,6.4,10,23
2023-10-24,Washington,38.9072,-77.0369,6.8,28.26,29.21,23.32,5.24,0.24,25,18.01,84.7,3.7,10,24
2023-10-25,Washington,38.9072,-77.0369,14.42,20.55,17.89,11.63,5.04,0.58,20,5.16,35.2,4.6,10,25
2023-10-26,Washington,38.9072,-77.0369,8.88,23.86,20.24,22.95,5.25,0.4,20,8.67,75.8,1.2,10,26
2023-10-27,Washington,38.9072,-77.0369,13.01,24.56,31.24,17.8,3.49,0.59,31,4.03,34.8,3.1,10,27
2023-10-28,Washington,38.9072,-77.0369,10.63,24.84,27.91,23.81,2.93,0.46,26,11.89,46.1,3.8,10,28
2023-10-29,Washington,38.9072,-77.0369,5.49,19.6,30.19,21.82,2.82,0.29,34,13.69,64.4,9.7,10,29
2023-10-30,Washington,38.9072,-77.0369,8.62,16.26,32.46,9.54,4.64,0.47,27,4.05,89.4,9.8,10,30
2023-10-31,Washington,38.9072,-77.0369,10.46,28.06,29.03,20.83,2.12,0.34,30,18.92,56.2,7.9,10,31
2023-11-01,Washington,38.9072,-77.0369,9.97,18.17,26.53,14.76,2.84,0.22,29,19.3,32.5,5.2,11,1
2023-11-02,Washington,38.9072,-77.0369,13.88,25.59,30.25,12.95,2.44,0.57,33,16.35,48.6,4.4,11,2
2023-11-03,Washington,38.9072,-77.0369,11.34,20.02,18.43,21.3,5.36,0.37,19,15.77,50.9,3.7,11,3
2023-11-04,Washington,38.9072,-77.0369,9.73,29.75,35.4,9.08,4.43,0.22,39,7.81,39.2,6.7,11,4
2023-11-05,Washington,38.9072,-77.0369,10.09,17.91,22.45,12.22,5.04,0.36,23,6.05,50.1,6.7,11,5
2023-11-06,Washington,38.9072,-77.0369,14.4,24.02,28.94,9.07,3.06,0.24,24,21.95,47.6,8.0,11,6
2023-11-07,Washington,38.9072,-77.0369,10.72,25.21,35.72,14.1,3.56,0.46,31,17.31,45.8,1.1,11,7
2023-11-08,Washington,38.9072,-77.0369,13.73,13.22,32.98,18.76,3.1,0.44,34,2.61,68.6,2.6,11,8
2023-11-09,Washington,38.9072,-77.0369,11.11,20.71,31.56,19.03,6.01,0.54,29,7.97,52.1,6.2,11,9
2023-11-10,Washington,38.9072,-77.0369,9.37,22.8,16.13,20.72,5.99,0.47,16,20.71,84.0,0.7,11,10
2023-11-11,Washington,38.9072,-77.0369,13.75,24.37,13.44,18.16,3.27,0.39,18,14.94,69.2,5.1,11,11
2023-11-12,Washington,38.9072,-77.0369,5.31,28.66,17.68,13.11,3.1,0.26,17,19.41,48.0,2.3,11,12
2023-11-13,Washington,38.9072,-77.0369,10.29,13.33,18.82,13.51,5.04,0.57,21,6.31,81.1,9.3,11,13
2023-11-14,Washington,38.9072,-77.0369,8.24,28.39,28.58,17.1,5.39,0.25,24,16.25,44.6,3.1,11,14
2023-11-15,Washington,38.9072,-77.0369,8.47,19.52,36.67,22.08,4.53,0.44,34,2.59,43.0,6.5,11,15
2023-11-16,Washington,38.9072,-77.0369,14.12,15.9,35.45,20.25,5.3,0.5,39,6.81,70.5,0.8,11,16
2023-11-17,Washington,38.9072,-77.0369,10.91,14.51,20.61,19.96,4.33,0.31,23,17.49,86.5,7.1,11,17
2023-11-18,Washington,38.9072,-77.0369,13.08,29.67,21.52,15.09,5.28,0.51,18,18.01,62.1,6.2,11,18
2023-11-19,Washington,38.9072,-77.0369,13.7,29.06,16.26,11.5,6.1,0.55,13,5.07,83.3,2.4,11,19
2023-11-20,Washington,38.9072,-77.0369,13.45,21.78,19.46,21.41,5.69,0.28,18,18.83,68.4,4.2,11,20
2023-11-21,Washington,38.9072,-77.0369,14.59,23.32,25.06,24.28,3.7,0.23,26,2.64,61.5,4.6,11,21
2023-11-22,Washington,38.9072,-77.0369,11.03,21.74,18.13,19.86,5.84,0.34,17,9.3,46.5,6.0,11,22
2023-11-23,Washington,38.9072,-77.0369,14.81,27.69,14.28,12.91,5.79,0.47,13,20.24,67.9,2.0,11,23
2023-11-24,Washington,38.9072,-77.0369,8.4,18.23,14.82,15.72,2.76,0.54,15,21.22,50.4,1.0,11,24
2023-11-25,Washington,38.9072,-77.0369,10.25,16.28,28.81,11.94,3.31,0.35,31,17.21,65.9,1.8,11,25
2023-11-26,Washington,38.9072,-77.0369,11.81,28.19,33.02,9.7,5.14,0.4,28,15.61,73.8,7.2,11,26
2023-11-27,Washington,38.9072,-77.0369,10.6,13.22,27.1,20.03,3.85,0.27,23,20.71,51.7,7.6,11,27
2023-11-28,Washington,38.9072,-77.0369,13.16,17.78,20.2,15.4,3.65,0.6,20,14.39,71.9,4.5,11,28
2023-11-29,Washington,38.9072,-77.0369,10.54,10.92,27.8,19.97,3.44,0.53,28,13.35,37.5,6.0,11,29
2023-11-30,Washington,38.9072,-77.0369,5.13,22.98,13.41,10.76,4.84,0.25,10,9.07,44.1,2.3,11,30
2023-12-01,Washington,38.9072,-77.0369,6.66,29.53,20.71,25.96,5.13,0.26,30,11.88,78.2,1.5,12,1
2023-12-02,Washington,38.9072,-77.0369,15.55,14.42,23.1,15.52,3.1,0.6,20,10.51,87.1,3.3,12,2
2023-12-03,Washington,38.9072,-77.0369,14.7,30.11,37.72,22.83,2.69,0.37,35,19.82,83.6,2.0,12,3
2023-12-04,Washington,38.9072,-77.0369,10.41,19.12,37.98,10.99,6.45,0.25,38,19.9,30.7,3.4,12,4
2023-12-05,Washington,38.9072,-77.0369,12.46,17.64,23.75,12.29,2.68,0.5,21,12.5,53.7,3.7,12,5
2023-12-06,Washington,38.9072,-77.0369,9.01,30.83,37.99,19.24,4.93,0.26,37,7.76,53.2,4.5,12,6
2023-12-07,Washington,38.9072,-77.0369,12.87,22.62,29.0,12.28,6.27,0.5,29,11.98,49.3,8.4,12,7
2023-12-08,Washington,38.9072,-77.0369,8.27,19.94,28.44,17.76,4.09,0.62,23,22.08,39.1,3.2,12,8
2023-12-09,Washington,38.9072,-77.0369,13.97,24.87,30.25,25.2,2.78,0.47,28,17.56,87.5,7.0,12,9
2023-12-10,Washington,38.9072,-77.0369,12.02,21.26,29.81,25.23,5.59,0.28,30,21.78,71.1,5.6,12,10
2023-12-11,Washington,38.9072,-77.0369,8.22,25.37,20.77,21.13,2.76,0.27,20,13.69,45.1,0.7,12,11
2023-12-12,Washington,38.9072,-77.0369,11.35,24.48,32.96,18.19,4.38,0.29,33,19.01,52.9,2.5,12,12
2023-12-13,Washington,38.9072,-77.0369,13.93,22.41,35.84,17.41,4.1,0.48,36,15.76,46.3,6.3,12,13
2023-12-14,Washington,38.9072,-77.0369,10.24,21.31,19.14,13.98,5.79,0.32,19,20.93,55.1,7.5,12,14
2023-12-15,Washington,38.9072,-77.0369,8.7,31.58,19.56,15.13,3.99,0.4,14,22.3,89.5,9.6,12,15
2023-12-16,Washington,38.9072,-77.0369,6.21,20.59,29.49,21.27,6.3,0.52,27,4.72,41.2,9.1,12,16
2023-12-17,Washington,38.9072,-77.0369,10.42,17.79,29.26,16.25,4.14,0.32,26,20.9,57.3,7.5,12,17
2023-12-18,Washington,38.9072,-77.0369,7.54,16.87,27.7,12.05,2.82,0.51,29,4.46,78.7,8.4,12,18
2023-12-19,Washington,38.9072,-77.0369,11.45,15.06,35.36,21.96,5.33,0.51,38,10.46,50.8,1.6,12,19
2023-12-20,Washington,38.9072,-77.0369,8.79,31.24,31.52,10.35,5.72,0.27,28,15.71,32.9,7.0,12,20
2023-12-21,Washington,38.9072,-77.0369,10.0,15.81,35.24,13.66,4.4,0.43,37,16.52,63.3,7.9,12,21
2023-12-22,Washington,38.9072,-77.0369,8.13,24.2,26.99,19.3,4.24,0.38,28,11.53,32.4,0.9,12,22
2023-12-23,Washington,38.9072,-77.0369,12.49,31.54,21.92,24.26,3.67,0.56,21,11.68,34.9,1.9,12,23
2023-12-24,Washington,38.9072,-77.0369,11.56,27.6,29.83,14.64,5.68,0.51,31,18.41,42.3,0.5,12,24
2023-12-25,Washington,38.9072,-77.0369,15.1,26.68,25.24,21.37,3.6,0.57,24,19.7,49.7,9.8,12,25
2023-12-26,Washington,38.9072,-77.0369,15.29,25.79,29.55,24.05,3.44,0.37,30,20.82,82.3,5.7,12,26
2023-12-27,Washington,38.9072,-77.0369,10.58,22.7,25.79,22.74,3.93,0.59,26,4.76,48.5,6.2,12,27
2023-12-28,Washington,38.9072,-77.0369,8.49,19.89,30.27,11.0,3.86,0.39,27,18.29,83.9,3.6,12,28
2023-12-29,Washington,38.9072,-77.0369,6.48,13.4,31.4,10.06,2.94,0.45,28,4.53,46.1,5.3,12,29
2023-12-30,Washington,38.9072,-77.0369,11.16,27.15,24.54,19.73,5.58,0.41,25,14.3,61.0,6.7,12,30
2023-12-31,Washington,38.9072,-77.0369,11.19,25.38,28.78,15.39,6.48,0.35,24,7.57,32.0,6.7,12,31
2019-01-01,Los Angeles,34.0522,-118.2437,7.84,16.97,33.51,23.6,6.17,0.52,32,19.73,77.5,6.5,1,1
2019-01-02,Los Angeles,34.0522,-118.2437,11.03,15.52,40.05,27.3,3.25,0.41,44,8.04,78.0,6.2,1,2
2019-01-03,Los Angeles,34.0522,-118.2437,12.84,26.81,31.45,19.33,6.9,0.68,32,8.07,80.5,3.3,1,3
2019-01-04,Los Angeles,34.0522,-118.2437,11.83,33.71,38.72,22.82,4.85,0.38,42,10.37,87.3,9.2,1,4
2019-01-05,Los Angeles,34.0522,-118.2437,16.81,32.04,41.58,23.41,4.92,0.64,44,17.55,84.5,4.1,1,5
2019-01-06,Los Angeles,34.0522,-118.2437,15.18,32.02,41.02,27.84,4.43,0.3,41,5.83,31.9,1.2,1,6
2019-01-07,Los Angeles,34.0522,-118.2437,16.94,32.49,31.94,23.9,5.92,0.4,33,23.87,44.3,8.5,1,7
2019-01-08,Los Angeles,34.0522,-118.2437,11.58,32.78,21.65,21.19,3.58,0.45,17,23.44,69.7,4.9,1,8
2019-01-09,Los Angeles,34.0522,-118.2437,16.68,15.07,25.9,25.65,4.19,0.46,22,12.9,59.2,8.3,1,9
2019-01-10,Los Angeles,34.0522,-118.2437,10.83,19.52,28.38,16.87,5.05,0.32,26,12.55,75.8,3.1,1,10
2019-01-11,Los Angeles,34.0522,-118.2437,9.05,33.11,36.07,23.74,3.72,0.64,33,5.15,86.5,1.6,1,11
2019-01-12,Los Angeles,34.0522,-118.2437,12.35,18.58,29.28,15.38,5.28,0.62,34,19.07,62.0,7.1,1,12
2019-01-13,Los Angeles,34.0522,-118.2437,11.14,29.48,33.85,15.46,3.62,0.51,38,16.27,73.8,3.6,1,13
2019-01-14,Los Angeles,34.0522,-118.2437,10.35,21.73,36.53,15.48,6.6,0.54,33,23.64,69.8,8.7,1,14
2019-01-15,Los Angeles,34.0522,-118.2437,10.43,27.67,18.05,14.57,4.32,0.68,18,9.65,72.4,1.4,1,15
2019-01-16,Los Angeles,34.0522,-118.2437,14.92,25.28,33.59,21.6,5.76,0.5,37,22.94,67.0,8.5,1,16
2019-01-17,Los Angeles,34.0522,-118.2437,9.98,31.3,28.9,20.27,4.44,0.56,25,8.53,71.8,2.4,1,17
2019-01-18,Los Angeles,34.0522,-118.2437,10.04,22.02,39.04,15.11,3.58,0.44,43,19.83,61.7,8.3,1,18
2019-01-19,Los Angeles,34.0522,-118.2437,15.43,20.69,28.87,20.27,5.22,0.46,32,15.03,38.8,2.6,1,19
2019-01-20,Los Angeles,34.0522,-118.2437,11.1,18.4,32.9,27.79,6.94,0.69,28,8.93,66.9,8.4,1,20
2019-01-21,Los Angeles,34.0522,-118.2437,15.39,29.1,26.61,24.54,3.94,0.45,22,7.19,66.7,4.4,1,21
2019-01-22,Los Angeles,34.0522,-118.2437,10.62,17.21,25.37,22.85,5.06,0.4,25,17.88,36.1,7.4,1,22
2019-01-23,Los Angeles,34.0522,-118.2437,16.94,29.01,25.33,16.66,5.03,0.62,23,24.53,31.2,3.5,1,23
2019-01-24,Los Angeles,34.0522,-118.2437,10.47,22.05,40.49,20.45,3.78,0.61,38,20.95,73.0,4.8,1,24
2019-01-25,Los Angeles,34.0522,-118.2437,15.71,33.43,32.62,17.45,3.13,0.69,35,10.91,49.9,4.9,1,25
2019-01-26,Los Angeles,34.0522,-118.2437,8.75,19.52,39.89,20.74,3.78,0.32,36,23.31,42.1,9.5,1,26
2019-01-27,Los Angeles,34.0522,-118.2437,14.04,27.16,19.45,22.27,5.45,0.63,24,15.47,47.1,1.0,1,27
2019-01-28,Los Angeles,34.0522,-118.2437,13.12,29.75,28.17,21.14,6.95,0.37,30,15.72,42.2,2.3,1,28
2019-01-29,Los Angeles,34.0522,-118.2437,12.73,17.09,24.08,15.04,5.25,0.53,29,6.43,60.6,7.3,1,29
2019-01-30,Los Angeles,34.0522,-118.2437,15.04,23.51,33.6,20.64,6.19,0.49,29,18.47,78.3,2.9,1,30
2019-01-31,Los Angeles,34.0522,-118.2437,16.77,16.28,30.48,21.53,5.44,0.55,33,17.61,82.7,4.3,1,31
2019-02-01,Los Angeles,34.0522,-118.2437,10.52,22.31,31.57,15.95,5.73,0.46,31,15.8,59.8,9.2,2,1
2019-02-02,Los Angeles,34.0522,-118.2437,15.71,20.57,43.29,27.47,6.52,0.53,46,24.89,42.7,5.1,2,2
2019-02-03,Los Angeles,34.0522,-118.2437,11.02,18.44,32.35,25.93,7.32,0.4,37,19.66,54.9,4.4,2,3
2019-02-04,Los Angeles,34.0522,-118.2437,17.64,31.75,35.84,15.34,5.8,0.61,36,17.61,85.8,3.0,2,4
2019-02-05,Los Angeles,34.0522,-118.2437,8.64,29.0,43.62,27.49,7.45,0.37,41,11.39,70.6,5.8,2,5
2019-02-06,Los Angeles,34.0522,-118.2437,9.48,19.78,44.6,26.54,5.46,0.48,43,15.88,77.2,7.5,2,6
2019-02-07,Los Angeles,34.0522,-118.2437,15.87,18.89,41.16,15.55,7.14,0.51,43,16.77,74.8,6.6,2,7
2019-02-08,Los Angeles,34.0522,-118.2437,15.5,28.59,26.33,17.45,4.1,0.63,27,26.09,40.6,5.3,2,8
2019-02-09,Los Angeles,34.0522,-118.2437,13.09,30.37,25.36,19.49,4.16,0.52,23,21.73,30.5,1.5,2,9
2019-02-10,Los Angeles,34.0522,-118.2437,16.16,33.61,33.14,19.63,5.41,0.55,28,10.96,44.0,9.8,2,10
2019-02-11,Los Angeles,34.0522,-118.2437,16.56,25.73,45.0,28.7,5.04,0.36,46,24.3,50.3,3.4,2,11
2019-02-12,Los Angeles,34.0522,-118.2437,12.73,31.0,31.61,17.37,5.95,0.48,31,26.25,72.3,8.0,2,12
2019-02-13,Los Angeles,34.0522,-118.2437,12.86,28.9,34.11,21.11,6.95,0.38,36,25.01,65.4,0.6,2,13
2019-02-14,Los Angeles,34.0522,-118.2437,12.67,32.16,44.51,22.54,4.26,0.65,40,25.3,35.8,3.3,2,14
2019-02-15,Los Angeles,34.0522,-118.2437,16.26,19.41,36.36,23.52,6.22,0.41,36,7.84,37.2,2.9,2,15
2019-02-16,Los Angeles,34.0522,-118.2437,12.9,18.3,29.86,20.43,5.81,0.47,33,11.27,50.8,6.0,2,16
2019-02-17,Los Angeles,34.0522,-118.2437,14.59,36.71,28.42,18.25,3.52,0.35,30,15.39,64.3,2.1,2,17
2019-02-18,Los Angeles,34.0522,-118.2437,15.46,34.59,33.05,27.13,4.36,0.51,34,18.55,50.6,1.7,2,18
2019-02-19,Los Angeles,34.0522,-118.2437,8.6,20.32,22.68,27.66,6.1,0.71,32,15.52,53.1,5.9,2,19
2019-02-20,Los Angeles,34.0522,-118.2437,13.15,18.76,29.64,25.07,7.15,0.48,34,20.98,39.1,3.6,2,20
2019-02-21,Los Angeles,34.0522,-118.2437,10.59,24.26,29.94,18.53,6.86,0.54,26,6.84,31.1,9.8,2,21
2019-02-22,Los Angeles,34.0522,-118.2437,13.18,34.66,30.92,29.11,5.1,0.51,29,12.32,86.7,8.9,2,22
2019-02-23,Los Angeles,34.0522,-118.2437,10.18,36.8,24.31,19.84,7.35,0.71,19,19.66,56.5,4.1,2,23
2019-02-24,Los Angeles,34.0522,-118.2437,9.0,30.84,21.33,26.68,6.29,0.74,28,22.33,58.9,7.0,2,24
2019-02-25,Los Angeles,34.0522,-118.2437,8.9,20.61,42.74,20.5,5.83,0.42,38,14.63,71.8,2.2,2,25
2019-02-26,Los Angeles,34.0522,-118.2437,14.04,26.44,28.95,26.9,6.87,0.52,30,9.84,47.1,2.2,2,26
2019-02-27,Los Angeles,34.0522,-118.2437,11.92,25.11,33.25,19.8,5.45,0.47,33,23.58,40.8,4.8,2,27
2019-02-28,Los Angeles,34.0522,-118.2437,10.56,36.21,41.14,24.06,5.73,0.51,44,20.91,62.2,4.1,2,28
2019-03-01,Los Angeles,34.0522,-118.2437,17.15,21.92,30.05,25.96,4.78,0.78,29,15.1,59.9,7.0,3,1
2019-03-02,Los Angeles,34.0522,-118.2437,16.73,30.66,30.35,15.75,6.63,0.48,31,11.6,40.6,1.9,3,2
2019-03-03,Los Angeles,34.0522,-118.2437,18.2,31.2,35.41,20.17,6.71,0.57,39,19.05,72.2,2.6,3,3
2019-03-04,Los Angeles,34.0522,-118.2437,9.99,33.9,28.69,16.83,7.05,0.49,23,11.07,51.1,9.6,3,4
2019-03-05,Los Angeles,34.0522,-118.2437,13.16,38.9,26.48,19.14,6.17,0.41,24,20.87,39.0,1.5,3,5
2019-03-06,Los Angeles,34.0522,-118.2437,12.11,30.1,45.34,21.44,3.87,0.71,44,15.11,81.5,5.0,3,6
2019-03-07,Los Angeles,34.0522,-118.2437,10.82,27.94,34.93,26.47,7.64,0.42,30,7.76,53.2,7.8,3,7
2019-03-08,Los Angeles,34.0522,-118.2437,11.97,30.03,39.9,25.66,6.39,0.56,43,12.27,82.9,6.5,3,8
2019-03-09,Los Angeles,34.0522,-118.2437,18.45,28.93,25.34,25.02,7.65,0.51,21,16.42,64.2,1.8,3,9
2019-03-10,Los Angeles,34.0522,-118.2437,11.71,35.24,41.32,30.62,7.13,0.74,43,19.02,37.0,3.6,3,10
2019-03-11,Los Angeles,34.0522,-118.2437,12.3,27.1,27.54,30.06,4.1,0.46,32,13.58,87.8,10.0,3,11
2019-03-12,Los Angeles,34.0522,-118.2437,18.27,26.74,26.68,17.88,4.98,0.55,22,21.41,85.6,9.8,3,12
2019-03-13,Los Angeles,34.0522,-118.2437,18.67,25.27,27.62,21.4,7.45,0.74,26,25.2,72.0,5.9,3,13
2019-03-14,Los Angeles,34.0522,-118.2437,9.49,20.97,33.98,30.98,7.48,0.55,35,11.16,59.3,1.9,3,14
2019-03-15,Los Angeles,34.0522,-118.2437,13.36,33.55,37.77,17.57,7.62,0.69,38,20.04,32.8,6.6,3,15
2019-03-16,Los Angeles,34.0522,-118.2437,10.63,21.29,35.76,26.69,6.34,0.56,38,20.9,55.8,7.5,3,16
2019-03-17,Los Angeles,34.0522,-118.2437,14.98,33.68,33.8,15.77,4.82,0.55,30,21.16,62.1,8.3,3,17
2019-03-18,Los Angeles,34.0522,-118.2437,18.7,30.29,34.03,29.68,7.61,0.51,35,26.11,58.4,4.3,3,18
2019-03-19,Los Angeles,34.0522,-118.2437,11.23,27.37,28.86,16.49,4.87,0.79,32,17.88,89.9,3.8,3,19
2019-03-20,Los Angeles,34.0522,-118.2437,11.11,19.33,25.24,25.35,7.61,0.54,28,26.7,68.1,4.0,3,20
2019-03-21,Los Angeles,34.0522,-118.2437,12.6,36.43,38.96,16.26,4.58,0.51,35,13.71,59.1,1.7,3,21
2019-03-22,Los Angeles,34.0522,-118.2437,15.49,27.83,35.03,18.4,7.66,0.57,39,8.63,84.4,1.6,3,22
2019-03-23,Los Angeles,34.0522,-118.2437,16.73,25.65,46.33,27.41,6.04,0.71,43,19.95,44.1,4.2,3,23
2019-03-24,Los Angeles,34.0522,-118.2437,18.32,37.28,30.25,25.67,7.16,0.73,34,13.26,36.6,9.0,3,24
2019-03-25,Los Angeles,34.0522,-118.2437,16.77,29.0,33.36,15.55,3.96,0.75,35,18.57,81.1,7.9,3,25
2019-03-26,Los Angeles,34.0522,-118.2437,18.0,31.25,33.47,22.33,3.91,0.78,34,16.67,80.4,5.6,3,26
2019-03-27,Los Angeles,34.0522,-118.2437,15.95,36.9,29.6,30.57,6.27,0.39,31,11.52,58.0,9.7,3,27
2019-03-28,Los Angeles,34.0522,-118.2437,13.62,38.76,38.52,27.22,6.2,0.67,33,23.34,81.7,3.2,3,28
2019-03-29,Los Angeles,34.0522,-118.2437,11.64,20.31,31.25,26.22,6.17,0.56,35,17.5,43.7,9.2,3,29
2019-03-30,Los Angeles,34.0522,-118.2437,17.58,26.62,29.01,18.56,5.18,0.62,29,8.64,31.1,6.0,3,30
2019-03-31,Los Angeles,34.0522,-118.2437,17.43,32.08,24.87,15.57,6.03,0.61,26,15.84,50.9,5.8,3,31
2019-04-01,Los Angeles,34.0522,-118.2437,17.81,23.47,27.55,16.23,4.3,0.62,23,12.28,57.8,3.8,4,1
2019-04-02,Los Angeles,34.0522,-118.2437,15.61,21.82,26.4,19.1,4.74,0.55,26,12.5,81.6,0.6,4,2
2019-04-03,Los Angeles,34.0522,-118.2437,15.73,35.36,33.91,27.2,4.47,0.7,38,14.42,54.8,1.1,4,3
2019-04-04,Los Angeles,34.0522,-118.2437,13.61,31.87,33.14,17.64,6.44,0.51,33,8.81,50.7,3.0,4,4
2019-04-05,Los Angeles,34.0522,-118.2437,12.53,35.37,24.18,27.6,5.41,0.45,31,12.31,73.5,8.4,4,5
2019-04-06,Los Angeles,34.0522,-118.2437,13.18,27.74,38.02,20.85,7.86,0.64,42,18.58,72.3,10.0,4,6
2019-04-07,Los Angeles,34.0522,-118.2437,17.56,21.24,38.46,25.46,6.35,0.77,33,9.65,48.7,1.1,4,7
2019-04-08,Los Angeles,34.0522,-118.2437,15.59,28.95,35.42,19.27,7.27,0.5,32,17.31,57.1,1.0,4,8
2019-04-09,Los Angeles,34.0522,-118.2437,10.21,28.25,40.99,21.83,4.37,0.62,45,11.82,68.5,6.6,4,9
2019-04-10,Los Angeles,34.0522,-118.2437,14.11,26.46,40.46,26.64,5.93,0.53,45,22.32,88.8,3.8,4,10
2019-04-11,Los Angeles,34.0522,-118.2437,15.38,36.87,24.94,16.66,6.4,0.76,28,10.54,51.1,4.0,4,11
2019-04-12,Los Angeles,34.0522,-118.2437,10.5,32.82,40.46,17.72,4.39,0.46,36,11.57,53.2,7.3,4,12
2019-04-13,Los Angeles,34.0522,-118.2437,18.78,24.17,41.81,17.26,7.08,0.42,39,17.94,32.1,1.1,4,13
2019-04-14,Los Angeles,34.0522,-118.2437,11.53,20.33,31.85,21.8,7.14,0.48,33,27.67,69.4,4.0,4,14
2019-04-15,Los Angeles,34.0522,-118.2437,19.18,24.68,37.29,20.88,6.86,0.47,35,19.69,46.2,3.5,4,15
2019-04-16,Los Angeles,34.0522,-118.2437,17.48,21.41,40.89,28.14,5.78,0.43,42,8.73,78.5,8.7,4,16
2019-04-17,Los Angeles,34.0522,-118.2437,10.67,29.6,25.89,18.37,7.96,0.57,30,25.43,43.3,8.2,4,17
2019-04-18,Los Angeles,34.0522,-118.2437,15.21,30.66,32.42,29.85,4.47,0.56,28,8.84,31.0,4.3,4,18
2019-04-19,Los Angeles,34.0522,-118.2437,13.04,20.11,29.19,24.21,7.6,0.66,31,12.14,49.9,5.5,4,19
2019-04-20,Los Angeles,34.0522,-118.2437,19.09,37.94,31.14,24.99,4.68,0.44,32,27.28,36.4,1.4,4,20
2019-04-21,Los Angeles,34.0522,-118.2437,16.12,32.82,38.66,31.47,5.37,0.55,33,8.54,67.8,1.7,4,21
2019-04-22,Los Angeles,34.0522,-118.2437,12.15,30.77,28.46,19.18,4.27,0.54,25,18.07,79.6,3.1,4,22
2019-04-23,Los Angeles,34.0522,-118.2437,12.72,30.72,39.52,31.84,7.29,0.69,36,26.79,30.5,8.2,4,23
2019-04-24,Los Angeles,34.0522,-118.2437,14.22,28.64,28.2,25.67,6.25,0.72,24,16.72,76.4,9.5,4,24
2019-04-25,Los Angeles,34.0522,-118.2437,14.38,33.49,40.56,18.72,6.78,0.43,45,11.03,47.2,2.8,4,25
2019-04-26,Los Angeles,34.0522,-118.2437,11.72,27.82,41.23,20.13,6.38,0.79,37,11.27,45.5,9.4,4,26
2019-04-27,Los Angeles,34.0522,-118.2437,14.14,39.4,35.46,21.63,4.02,0.55,39,12.13,48.6,2.6,4,27
